N,r,M,a0,a1,b0,b1,a0_cf,a1_cf,b0_cf,b1_cf,ll,ll_cf,iters,iters_cf
500,37,63,0.0006662192355748563,0.05038088930578013,0.8628886067925109,0.8726710539147107,0.0005802837855010115,0.05183849909049937,0.8592960247680312,0.8775491613191376,-746.123517431413,-746.1263793630759,41,39
500,38,29,0.00326181102915987,0.03171064025128952,0.6385880550292425,0.834863389438144,0.003302307913675748,0.03170443626691295,0.6397471373492,0.8348400824968326,-789.3784612704214,-789.3793906936473,11,12
500,39,123,0.008583875390276996,0.05293016490959952,0.8685074731892796,0.9413426951358433,0.008231078744174499,0.056659106892352776,0.8582584283134933,0.9496613911122181,-662.7173649779465,-662.7615060697842,20,25
500,40,56,0.00407380781769734,0.024683111253249797,0.7531457601012975,0.9308741084207738,0.0041804809241548935,0.02463823028675013,0.7553851656230804,0.9307812956769843,-734.0394535263455,-734.0416954946242,16,16
500,41,50,0.008221521240194993,0.029683168678859548,0.7217576557018868,0.8963784784545921,0.008355177498486337,0.029727884184587994,0.7242393005931589,0.8966008319899025,-761.2530183817684,-761.2548086576975,22,22
500,42,53,0.00510814049212067,0.042164997873574514,0.7212511374271234,0.8243366386332146,0.0050399450234610245,0.043028284417713766,0.7153003447444275,0.8305517226977965,-753.4896606029346,-753.4897096422088,23,22
500,43,67,0.0028902591258939633,0.057021517435307194,0.7414582043199264,0.8442638898791949,0.002771215716324202,0.0584866089471055,0.7305893166855426,0.8511519208967648,-752.6771490719811,-752.6789918753221,28,25
500,44,37,0.009727316031712261,0.02415732024380442,0.7847772839301169,0.7791577375651312,0.009590920000526425,0.024684919100548788,0.7834643268136342,0.7833579850669193,-787.0336237307386,-787.0348564553058,11,10
500,45,75,0.004598462112908609,0.03480565314664419,0.8656754807572662,0.8805415356282486,0.004553442215048876,0.03578681993589396,0.8633008567014084,0.8842957837075802,-751.0799799826394,-751.0858422612037,11,14
500,46,51,0.004694559538550127,0.03497808153439688,0.6637595620328812,0.8668992058550344,0.004779461902917742,0.0350306421044695,0.670650503760142,0.8669440133964978,-747.0135276902558,-747.0186673531999,48,49
500,47,56,0.007504116470815031,0.018870061522236574,0.8957030256443632,0.8871809721700442,0.007945227410673024,0.01875081923804525,0.8984987745228717,0.8862457320007437,-722.1421139398171,-722.1452368224819,8,11
500,48,67,0.008426966900275574,0.03205596034011144,0.9062497179016084,0.8713471495449522,0.008609031087407402,0.03258016314229909,0.9074091198707505,0.8736987140042823,-717.5959605951532,-717.5987924391385,5,12
500,49,40,0.02362784391536053,0.001148216724065894,0.8276815148451854,0.9099879051482423,0.024275107639547995,0.0009716780945880944,0.8321323127698662,0.9075735388741333,-776.1206194015078,-776.1237833615091,39,32
500,50,59,0.0156592895931893,0.014238477210557828,0.7180988298101364,0.9803069399121959,0.015761328176296746,0.015997432633546704,0.7079427317836176,0.9953156519872853,-731.4248157530793,-731.9447687319068,21,14
500,51,66,0.009843367884015432,0.036588832316749226,0.6947621159948406,0.8707723307996961,0.010034445429434354,0.03664098009749148,0.6971534750571893,0.870997140540972,-729.0616143955007,-729.0637183639345,14,14
