setting,subject,K,rule,model,start,fit,mechanism,start_from,n_iter,fit_s,state_means,ll,classify_s,err_all,n_all,perm,perm_identity,err_missing,n_missing,err_observed,n_observed,acc_missing,conf_missing,brier_missing,logloss_missing,p_true_missing,ece_missing,rel_n,rel_conf,rel_correct,share_true_missing,share_post_missing,mech_rates,mech_onset,mech_persistence,sorted_rates,sorted_onset,sorted_persistence,ll_mask_common,mask,r,M,mask_rates,mask_onset,mask_persistence,err_by_activity
controlled,102,3,ge10,pmc_pair,,oracle,state-markov,,,,,-7447.17,0.344075,0.0573273,5268,012,True,0.0584416,154,0.0572937,5114,0.941558,0.987055,0.104769,0.318581,0.938047,0.0582036,0|0|1|1|0|0|1|1|4|146,0|0|0.527775|0.584455|0|0|0.751426|0.857368|3.63643|145.649,0|0|1|0|0|0|0|1|4|139,0.0000|0.2922|0.7078,0.0321|0.2854|0.6825,9.4303e-06|0.020381|0.10445,7.5273e-06|0.016551|0.090731,0.20181|0.20448|0.22203,,,,,state-markov,0,165,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,ignorable,start,11,1.46637,-2.4111|-0.7808|0.9646,-7917.11,0.124481,0.385535,5268,021,False,0.714286,154,0.375636,5114,0.285714,0.985044,1.39859,3.95516,0.288247,0.703045,0|0|0|1|0|0|3|1|2|147,0|0|0|0.572849|0|0|2.31331|0.866227|1.84775|146.097,0|0|0|0|0|0|1|1|2|40,0.0000|0.2922|0.7078,0.0128|0.9329|0.0543,,,,,,,-822.2049|-767.5576,state-markov,0,165,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state,start,10,1.33929,-2.4093|-0.7597|0.9697,-8681.44,0.133399,0.386864,5268,021,False,0.714286,154,0.377004,5114,0.285714,0.987836,1.4019,5.53143,0.290306,0.704577,0|0|1|1|0|0|2|1|1|148,0|0|0.513489|0.548276|0|0|1.51591|0.810954|0.915331|147.823,0|0|0|0|0|0|1|1|0|42,0.0000|0.2922|0.7078,0.0081|0.9453|0.0466,0.0021735|0.0038523|0.032007,,,0.0021735|0.0038523|0.032007,,,-822.2049|-767.5576,state-markov,0,165,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state-markov,start,10,1.40488,-2.4089|-0.7615|0.9690,-8638.56,0.162554,0.386674,5268,021,False,0.714286,154,0.376809,5114,0.285714,0.990282,1.41506,5.35037,0.285022,0.710786,0|0|1|0|0|0|2|1|2|148,0|0|0.521174|0|0|0|1.5513|0.866091|1.77888|147.786,0|0|1|0|0|0|1|0|0|42,0.0000|0.2922|0.7078,0.0154|0.9429|0.0417,0.0026692|0.0034745|0.032054,0.0020501|0.0032474|0.026204,0.23402|0.068616|0.20872,0.0026692|0.0034745|0.032054,0.0020501|0.0032474|0.026204,0.23402|0.068616|0.20872,-822.2049|-767.5576,state-markov,0,165,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state,ignorable fit,3,0.397782,-2.4128|-0.7868|0.9639,-8680.72,0.125442,0.384966,5268,021,False,0.701299,154,0.37544,5114,0.298701,0.987754,1.39882,5.44178,0.292009,0.704271,0|0|2|0|0|0|2|1|1|148,0|0|0.995673|0|0|0|1.55014|0.832516|0.910481|147.825,0|0|2|0|0|0|1|1|0|42,0.0000|0.2922|0.7078,0.0064|0.9453|0.0484,0.0020244|0.0041772|0.031685,,,0.0020244|0.0041772|0.031685,,,-822.2049|-767.5576,state-markov,0,165,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.417454,-2.4126|-0.7872|0.9637,-8637.88,0.11399,0.385535,5268,021,False,0.714286,154,0.375636,5114,0.285714,0.990218,1.40758,5.18772,0.288264,0.710284,0|0|0|0|0|1|3|1|1|148,0|0|0|0|0|0.697973|2.27069|0.856925|0.906709|147.761,0|0|0|0|0|1|0|1|0|42,0.0000|0.2922|0.7078,0.0122|0.9426|0.0451,0.0023511|0.0039212|0.031744,0.0019009|0.0035268|0.025957,0.19341|0.10411|0.20828,0.0023511|0.0039212|0.031744,0.0019009|0.0035268|0.025957,0.19341|0.10411|0.20828,-822.2049|-767.5576,state-markov,0,165,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,ignorable,,,,,-10744,0.16034,0.13041,5268,012,True,0.102151,186,0.131444,5082,0.897849,0.988474,0.187198,1.20709,0.89864,0.10059,0|0|1|1|0|2|1|1|1|179,0|0|0.501693|0.54496|0|1.42574|0.775436|0.855077|0.897726|178.855,0|0|0|1|0|0|1|1|1|163,0.0000|0.2796|0.7204,0.0666|0.2522|0.6812,,,,,,,,state-markov,1,195,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,state,,,,,-11621,0.127685,0.108011,5268,012,True,0.0537634,186,0.109996,5082,0.946237,0.987881,0.112588,0.361267,0.93561,0.060627,0|0|0|4|0|0|0|0|3|179,0|0|0|2.23466|0|0|0|0|2.66393|178.847,0|0|0|4|0|0|0|0|2|170,0.0000|0.2796|0.7204,0.0246|0.2735|0.7019,1.09e-05|0.023433|0.12825,,,,,,,state-markov,1,195,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,state-markov,,,,,-11575,0.147063,0.10877,5268,012,True,0.0806452,186,0.109799,5082,0.919355,0.995207,0.153406,0.647017,0.919468,0.0774465,0|0|0|0|1|0|0|1|3|181,0|0|0|0|0.646227|0|0|0.851709|2.70224|180.908,0|0|0|0|0|0|0|1|2|168,0.0000|0.2796|0.7204,0.0572|0.2690|0.6738,1.1173e-05|0.023482|0.12837,8.7502e-06|0.021226|0.10748,0.21684|0.1173|0.27027,,,,,state-markov,1,195,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,pmc_pair,,oracle,ignorable,,,,,-6692.58,0.344936,0.0797267,5268,012,True,0.0967742,186,0.0791027,5082,0.903226,0.965535,0.155748,0.677347,0.898689,0.072865,0|0|3|3|1|5|2|3|4|165,0|0|1.57735|1.64368|0.632474|3.45916|1.51543|2.50289|3.64956|164.609,0|0|1|1|0|1|2|3|3|157,0.0000|0.2796|0.7204,0.0667|0.2502|0.6831,,,,,,,,state-markov,1,195,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,pmc_pair,,oracle,state,,,,,-7534.4,0.390259,0.0569476,5268,012,True,0.0215054,186,0.0582448,5082,0.978495,0.986898,0.0456377,0.135569,0.96828,0.0266949,0|0|2|0|1|1|1|0|1|180,0|0|1.01023|0|0.649033|0.715932|0.735729|0|0.923665|179.528,0|0|2|0|1|1|0|0|1|177,0.0000|0.2796|0.7204,0.0095|0.2851|0.7054,1.09e-05|0.023433|0.12825,,,,,,,state-markov,1,195,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,pmc_pair,,oracle,state-markov,,,,,-7509.35,0.349399,0.0567578,5268,012,True,0.0376344,186,0.0574577,5082,0.962366,0.987225,0.0657722,0.198311,0.956902,0.0345378,0|0|0|1|0|2|1|4|1|177,0|0|0|0.574842|0|1.3918|0.782874|3.40578|0.911282|176.557,0|0|0|0|0|1|1|4|1|172,0.0000|0.2796|0.7204,0.0253|0.2818|0.6929,1.1173e-05|0.023482|0.12837,8.7502e-06|0.021226|0.10748,0.21684|0.1173|0.27027,,,,,state-markov,1,195,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,ignorable,start,11,1.5911,-2.4122|-0.7872|0.9627,-7871.44,0.135053,0.385725,5268,021,False,0.763441,186,0.371901,5082,0.236559,0.978454,1.48228,4.30045,0.243591,0.748056,0|0|2|1|2|1|1|1|2|176,0|0|1.01491|0.548564|1.29776|0.678344|0.748653|0.815703|1.78128|175.107,0|0|0|0|1|1|1|0|0|41,0.0000|0.2796|0.7204,0.0383|0.9124|0.0493,,,,,,,-938.7895|-872.2612,state-markov,1,195,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state,start,11,1.63525,-2.4118|-0.7751|0.9661,-8747.13,0.13855,0.385535,5268,021,False,0.758065,186,0.371901,5082,0.241935,0.987607,1.48161,6.45669,0.251082,0.745672,0|0|2|1|1|0|0|0|1|181,0|0|0.953196|0.596113|0.655247|0|0|0|0.928742|180.562,0|0|0|0|0|0|0|0|0|45,0.0000|0.2796|0.7204,0.0407|0.9419|0.0175,0.0054624|0.0020263|0.037614,,,0.0054624|0.0020263|0.037614,,,-938.7895|-872.2612,state-markov,1,195,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state-markov,start,11,1.59666,-2.4119|-0.7785|0.9652,-8691.98,0.140033,0.384966,5268,021,False,0.741935,186,0.371901,5082,0.258065,0.987019,1.47917,5.70163,0.251123,0.739307,0|0|2|0|0|2|0|0|5|177,0|0|1.03727|0|0|1.40963|0|0|4.50528|176.633,0|0|2|0|0|1|0|0|4|41,0.0000|0.2796|0.7204,0.0401|0.9309|0.0290,0.005389|0.0028456|0.037297,0.0037816|0.0023823|0.030462,0.30206|0.1652|0.21372,0.005389|0.0028456|0.037297,0.0037816|0.0023823|0.030462,0.30206|0.1652|0.21372,-938.7895|-872.2612,state-markov,1,195,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state,ignorable fit,4,0.51039,-2.4142|-0.7951|0.9618,-8746.82,0.138134,0.385345,5268,021,False,0.741935,186,0.372294,5082,0.258065,0.988129,1.47703,6.17507,0.252912,0.74339,0|0|1|0|2|1|0|0|5|177,0|0|0.50369|0|1.25707|0.716698|0|0|4.58582|176.729,0|0|1|0|2|0|0|0|2|43,0.0000|0.2796|0.7204,0.0394|0.9396|0.0210,0.0050756|0.0028578|0.037195,,,0.0050756|0.0028578|0.037195,,,-938.7895|-872.2612,state-markov,1,195,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,4,0.570821,-2.4143|-0.7967|0.9613,-8691.55,0.11619,0.385156,5268,021,False,0.741935,186,0.372098,5082,0.258065,0.987062,1.47856,5.60616,0.251324,0.743952,0|0|1|1|0|1|1|1|4|177,0|0|0.499182|0.570103|0|0.673601|0.741332|0.866345|3.63877|176.604,0|0|1|1|0|1|0|1|3|41,0.0000|0.2796|0.7204,0.0396|0.9304|0.0299,0.0051601|0.0032109|0.037022,0.0036146|0.0026666|0.030245,0.30313|0.17217|0.21329,0.0051601|0.0032109|0.037022,0.0036146|0.0026666|0.030245,0.30313|0.17217|0.21329,-938.7895|-872.2612,state-markov,1,195,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,ignorable,,,,,-10776.9,0.134715,0.13003,5268,012,True,0.08,150,0.131497,5118,0.92,0.981519,0.111702,0.529642,0.932049,0.064704,0|0|1|2|2|0|1|0|3|141,0|0|0.505886|1.18617|1.23718|0|0.761155|0|2.70871|140.829,0|0|0|0|0|0|1|0|0|137,0.0000|0.3067|0.6933,0.0287|0.3081|0.6633,,,,,,,,state-markov,2,160,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,state,,,,,-11470.1,0.12882,0.115793,5268,012,True,0.0466667,150,0.117819,5118,0.953333,0.990074,0.082469,0.260825,0.95059,0.0474757,0|0|0|0|0|1|1|4|2|142,0|0|0|0|0|0.691453|0.784854|3.35153|1.84333|141.84,0|0|0|0|0|0|0|4|2|137,0.0000|0.3067|0.6933,0.0132|0.3236|0.6632,8.9487e-06|0.020729|0.099539,,,,,,,state-markov,2,160,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,state-markov,,,,,-11442.2,0.148648,0.115983,5268,012,True,0.0466667,150,0.118015,5118,0.953333,0.990855,0.0831552,0.256543,0.950729,0.0478837,0|0|0|0|0|0|2|2|4|142,0|0|0|0|0|0|1.52739|1.68191|3.54096|141.878,0|0|0|0|0|0|0|2|4|137,0.0000|0.3067|0.6933,0.0132|0.3238|0.6630,9.1411e-06|0.020757|0.099523,7.2391e-06|0.017946|0.086094,0.20807|0.15336|0.22103,,,,,state-markov,2,160,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,pmc_pair,,oracle,ignorable,,,,,-6716.72,0.335474,0.0671982,5268,012,True,0.0466667,150,0.0677999,5118,0.953333,0.967279,0.0889421,0.373992,0.931203,0.0454217,0|0|1|1|0|4|7|0|6|131,0|0|0.520177|0.564047|0|2.83396|5.28518|0|5.39913|130.489,0|0|1|0|0|4|6|0|5|127,0.0000|0.3067|0.6933,0.0306|0.3137|0.6557,,,,,,,,state-markov,2,160,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,pmc_pair,,oracle,state,,,,,-7407.31,0.348014,0.0637813,5268,012,True,0.04,150,0.0644783,5118,0.96,0.979785,0.0620666,0.154845,0.955069,0.0297647,0|0|1|0|5|0|0|0|3|141,0|0|0.506558|0|3.17424|0|0|0|2.74497|140.542,0|0|1|0|2|0|0|0|3|138,0.0000|0.3067|0.6933,0.0000|0.3175|0.6825,8.9487e-06|0.020729|0.099539,,,,,,,state-markov,2,160,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,pmc_pair,,oracle,state-markov,,,,,-7382.4,0.322427,0.0622627,5268,012,True,0.02,150,0.0635014,5118,0.98,0.977618,0.0527115,0.14349,0.958623,0.030808,0|0|0|4|1|1|0|0|5|139,0|0|0|2.17221|0.632573|0.705981|0|0|4.61715|138.515,0|0|0|4|1|1|0|0|4|137,0.0000|0.3067|0.6933,0.0000|0.3215|0.6784,9.1411e-06|0.020757|0.099523,7.2391e-06|0.017946|0.086094,0.20807|0.15336|0.22103,,,,,state-markov,2,160,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,ignorable,start,11,1.48127,-2.4110|-0.7825|0.9655,-7902.78,0.135478,0.384966,5268,021,False,0.68,150,0.376319,5118,0.32,0.981315,1.33006,3.72906,0.321357,0.667351,0|0|2|0|1|1|0|1|3|142,0|0|1.04322|0|0.611436|0.695447|0|0.851855|2.71156|141.284,0|0|1|0|0|1|0|1|1|44,0.0000|0.3067|0.6933,0.0002|0.9513|0.0485,,,,,,,-802.2583|-745.4895,state-markov,2,160,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state,start,11,1.60159,-2.4107|-0.7735|0.9671,-8628.41,0.134569,0.385725,5268,021,False,0.686667,150,0.376905,5118,0.313333,0.991524,1.36037,5.71055,0.313776,0.684591,0|0|1|0|0|1|1|0|1|146,0|0|0.519961|0|0|0.724102|0.785773|0|0.926672|145.772,0|0|1|0|0|0|0|0|0|46,0.0000|0.3067|0.6933,0.0000|0.9761|0.0239,8.9831e-06|0.0023973|0.032419,,,8.9831e-06|0.0023973|0.032419,,,-802.2583|-745.4895,state-markov,2,160,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state-markov,start,11,1.52522,-2.4108|-0.7758|0.9667,-8588.08,0.135918,0.385915,5268,021,False,0.693333,150,0.376905,5118,0.306667,0.991373,1.35992,5.45816,0.313562,0.684707,0|0|0|1|0|1|1|0|2|145,0|0|0|0.578091|0|0.717581|0.798101|0|1.81029|144.802,0|0|0|0|0|0|0|0|0|46,0.0000|0.3067|0.6933,0.0000|0.9737|0.0263,9.1611e-06|0.0027143|0.03238,7.2649e-06|0.0026529|0.026218,0.20698|0.02526|0.21653,9.1611e-06|0.0027143|0.03238,7.2649e-06|0.0026529|0.026218,0.20698|0.02526|0.21653,-802.2583|-745.4895,state-markov,2,160,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state,ignorable fit,4,0.566459,-2.4131|-0.7940|0.9628,-8627.76,0.116733,0.385156,5268,021,False,0.686667,150,0.376319,5118,0.313333,0.991603,1.35857,5.68827,0.31463,0.683741,0|0|0|1|1|0|1|0|1|146,0|0|0|0.589642|0.647529|0|0.796551|0|0.930544|145.776,0|0|0|1|0|0|0|0|0|46,0.0000|0.3067|0.6933,0.0000|0.9773|0.0227,9.0179e-06|0.0023756|0.032232,,,9.0179e-06|0.0023756|0.032232,,,-802.2583|-745.4895,state-markov,2,160,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,4,0.523795,-2.4131|-0.7948|0.9627,-8587.47,0.122598,0.385535,5268,021,False,0.693333,150,0.376514,5118,0.306667,0.990772,1.3584,5.43391,0.314204,0.684106,0|0|1|0|0|1|1|0|2|145,0|0|0.516786|0|0|0.73098|0.741454|0|1.81593|144.811,0|0|0|0|0|0|0|0|0|46,0.0000|0.3067|0.6933,0.0000|0.9747|0.0253,9.1995e-06|0.002693|0.032207,7.2939e-06|0.0026305|0.02608,0.20715|0.025838|0.21631,9.1995e-06|0.002693|0.032207,7.2939e-06|0.0026305|0.02608,0.20715|0.025838|0.21631,-802.2583|-745.4895,state-markov,2,160,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,ignorable,,,,,-10787.3,0.133877,0.13003,5268,012,True,0.108844,147,0.130639,5121,0.891156,0.991877,0.211586,1.0652,0.887694,0.107995,0|0|0|0|1|0|1|2|2|141,0|0|0|0|0.652438|0|0.786077|1.6792|1.81855|140.87,0|0|0|0|0|0|1|2|1|127,0.0000|0.2041|0.7959,0.0457|0.2095|0.7448,,,,,,,,state-markov,3,156,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,state,,,,,-11480.9,0.119099,0.112946,5268,012,True,0.0680272,147,0.114236,5121,0.931973,0.989859,0.126481,0.415596,0.929911,0.0677213,0|0|1|0|2|0|0|0|2|142,0|0|0.532933|0|1.27713|0|0|0|1.80047|141.899,0|0|0|0|2|0|0|0|1|134,0.0000|0.2041|0.7959,0.0114|0.2413|0.7473,8.7256e-06|0.013521|0.11198,,,,,,,state-markov,3,156,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,state-markov,,,,,-11447.5,0.112265,0.114275,5268,012,True,0.0884354,147,0.115017,5121,0.911565,0.991568,0.162174,0.597615,0.912567,0.0813602,0|0|0|0|0|3|0|0|1|143,0|0|0|0|0|2.06986|0|0|0.900261|142.79,0|0|0|0|0|1|0|0|1|132,0.0000|0.2041|0.7959,0.0259|0.2333|0.7409,8.9099e-06|0.013581|0.11192,6.8953e-06|0.012335|0.09161,0.22611|0.10407|0.2731,,,,,state-markov,3,156,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,pmc_pair,,oracle,ignorable,,,,,-6722.04,0.273022,0.0664389,5268,012,True,0.0884354,147,0.0658075,5121,0.911565,0.962654,0.139769,0.406305,0.902743,0.0651324,0|0|0|4|0|4|5|5|4|125,0|0|0|2.32487|0|2.83922|3.83223|4.21621|3.64299|124.655,0|0|0|3|0|2|1|4|4|120,0.0000|0.2041|0.7959,0.0481|0.2164|0.7355,,,,,,,,state-markov,3,156,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,pmc_pair,,oracle,state,,,,,-7389.67,0.288356,0.0544799,5268,012,True,0.0272109,147,0.0552626,5121,0.972789,0.992003,0.0448944,0.0891747,0.972194,0.0192136,0|0|0|2|0|0|0|0|0|145,0|0|0|1.13025|0|0|0|0|0|144.694,0|0|0|1|0|0|0|0|0|142,0.0000|0.2041|0.7959,0.0069|0.2235|0.7696,8.7256e-06|0.013521|0.11198,,,,,,,state-markov,3,156,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,pmc_pair,,oracle,state-markov,,,,,-7367.84,0.316218,0.0546697,5268,012,True,0.0340136,147,0.0552626,5121,0.965986,0.987777,0.050722,0.113177,0.966355,0.0288386,0|0|1|1|1|0|0|0|1|143,0|0|0.521547|0.587576|0.601871|0|0|0|0.880074|142.612,0|0|0|0|1|0|0|0|1|140,0.0000|0.2041|0.7959,0.0112|0.2212|0.7676,8.9099e-06|0.013581|0.11192,6.8953e-06|0.012335|0.09161,0.22611|0.10407|0.2731,,,,,state-markov,3,156,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,ignorable,start,11,1.31279,-2.4113|-0.7794|0.9666,-7939.84,0.122174,0.384966,5268,021,False,0.802721,147,0.372974,5121,0.197279,0.988069,1.58603,4.42931,0.196668,0.798592,0|0|0|0|0|2|0|2|1|142,0|0|0|0|0|1.42657|0|1.67456|0.899867|141.245,0|0|0|0|0|2|0|1|0|26,0.0000|0.2041|0.7959,0.0069|0.9374|0.0557,,,,,,,-786.1868|-721.6887,state-markov,3,156,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state,start,11,1.39032,-2.4109|-0.7681|0.9693,-8670.11,0.14582,0.385915,5268,021,False,0.809524,147,0.373755,5121,0.190476,0.987168,1.59236,6.51265,0.194266,0.796692,0|0|0|0|0|5|1|0|0|141,0|0|0|0|0|3.56419|0.741401|0|0|140.808,0|0|0|0|0|2|0|0|0|26,0.0000|0.2041|0.7959,0.0068|0.9588|0.0343,0.0024283|0.0027445|0.030442,,,0.0024283|0.0027445|0.030442,,,-786.1868|-721.6887,state-markov,3,156,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state-markov,start,11,1.34113,-2.4110|-0.7719|0.9682,-8618.27,0.111587,0.385725,5268,021,False,0.809524,147,0.37356,5121,0.190476,0.991987,1.59496,5.79374,0.195866,0.801511,0|0|0|0|0|2|0|0|1|144,0|0|0|0|0|1.39907|0|0|0.92917|143.494,0|0|0|0|0|0|0|0|0|28,0.0000|0.2041|0.7959,0.0068|0.9512|0.0420,0.002539|0.0030013|0.030258,0.0024478|0.0022654|0.024008,0.038368|0.24744|0.23055,0.002539|0.0030013|0.030258,0.0024478|0.0022654|0.024008,0.038368|0.24744|0.23055,-786.1868|-721.6887,state-markov,3,156,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state,ignorable fit,3,0.354642,-2.4131|-0.7883|0.9650,-8669.56,0.116908,0.385535,5268,021,False,0.809524,147,0.373365,5121,0.190476,0.988074,1.59243,6.36309,0.194677,0.797598,0|0|0|0|0|2|4|0|0|141,0|0|0|0|0|1.36678|3.08002|0|0|140.8,0|0|0|0|0|0|2|0|0|26,0.0000|0.2041|0.7959,0.0068|0.9577|0.0355,0.0023745|0.0031815|0.030093,,,0.0023745|0.0031815|0.030093,,,-786.1868|-721.6887,state-markov,3,156,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.393452,-2.4131|-0.7892|0.9646,-8617.7,0.111761,0.385535,5268,021,False,0.809524,147,0.373365,5121,0.190476,0.991673,1.59393,5.73082,0.196269,0.801197,0|0|0|0|1|1|0|0|0|145,0|0|0|0|0.663832|0.684501|0|0|0|144.428,0|0|0|0|0|0|0|0|0|28,0.0000|0.2041|0.7959,0.0068|0.9516|0.0416,0.0025063|0.0031952|0.030043,0.002416|0.0024074|0.023837,0.038483|0.24896|0.23042,0.0025063|0.0031952|0.030043,0.002416|0.0024074|0.023837,0.038483|0.24896|0.23042,-786.1868|-721.6887,state-markov,3,156,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,ignorable,,,,,-10782.7,0.128103,0.13003,5268,012,True,0.120805,149,0.130299,5119,0.879195,0.988005,0.222006,1.17648,0.880759,0.111771,0|0|1|1|0|1|1|0|3|142,0|0|0.505886|0.584875|0|0.706355|0.779371|0|2.74266|141.894,0|0|0|0|0|0|1|0|2|128,0.0000|0.2819|0.7181,0.0293|0.2570|0.7137,,,,,,,,state-markov,4,159,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,state,,,,,-11473.5,0.128599,0.1082,5268,012,True,0.0939597,149,0.108615,5119,0.90604,0.987511,0.173736,0.835539,0.904147,0.0933243,0|0|0|2|0|0|3|0|1|143,0|0|0|1.11692|0|0|2.35622|0|0.878051|142.788,0|0|0|2|0|0|0|0|0|133,0.0000|0.2819|0.7181,0.0122|0.2592|0.7287,8.8929e-06|0.018927|0.10241,,,,,,,state-markov,4,159,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
controlled,102,3,ge10,hmc_in,,oracle,state-markov,,,,,-11453.1,0.132975,0.10896,5268,012,True,0.107383,149,0.109006,5119,0.892617,0.996187,0.205416,0.953218,0.893825,0.10357,0|0|0|0|0|0|0|1|1|147,0|0|0|0|0|0|0|0.815706|0.926189|146.69,0|0|0|0|0|0|0|0|0|133,0.0000|0.2819|0.7181,0.0201|0.2619|0.7180,9.0832e-06|0.018929|0.1024,7.7492e-06|0.016536|0.095965,0.14688|0.14295|0.15877,,,,,state-markov,4,159,0|0.02073|0.1082|0.002723,0|0.01841|0.09237|0.002458,0|0.1304|0.2389|0.1,
