task,seconds,cpu_seconds,cached,spec
real,2.61821,1.29364,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,1.54323,0.754148,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,1.60738,0.795793,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,1.50327,0.750416,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,1.5375,0.761137,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,1.7314,0.842368,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,1.55189,0.761764,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
real,0.246642,0.180041,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""quick"": false}"
real,1.08223,0.760157,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""pmc_pair"", ""quick"": false}"
real,2.67921,1.28595,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,3.05885,1.47134,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
real,2.94341,1.42765,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,1.42054,0.697658,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,1.5663,0.752831,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,1.2831,0.617554,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,1.45844,0.707886,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,1.48478,0.731897,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,1.48225,0.720848,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 102, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
real,0.367454,0.267331,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 108, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""quick"": false}"
real,0.778442,0.552988,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 108, ""K"": 2, ""rule"": ""ge10"", ""model"": ""pmc_pair"", ""quick"": false}"
real,3.13342,1.53916,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,2.7584,1.35333,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
real,3.14467,1.51363,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,2.19222,1.08096,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,1.92892,1.01625,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,1.95258,1.12133,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,1.7884,1.01604,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,1.84791,1.04179,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,1.76607,1.10187,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
real,0.392421,0.286877,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""quick"": false}"
real,1.10055,0.792623,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""pmc_pair"", ""quick"": false}"
real,2.50521,1.49772,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,2.5257,1.57952,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
real,2.69157,1.60468,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,1.84993,1.18393,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,1.7163,1.07026,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,1.86784,1.19142,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,2.01198,1.06594,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,1.9756,1.09357,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,1.80989,1.05596,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
real,0.279477,0.188845,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 108, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""quick"": false}"
real,1.06267,0.799515,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 108, ""K"": 3, ""rule"": ""ge10"", ""model"": ""pmc_pair"", ""quick"": false}"
real,2.80882,1.50607,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,2.89332,1.48724,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
real,2.82473,1.48765,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,2.02773,0.952594,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,2.15282,1.05165,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,1.9947,0.971074,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,2.22464,1.06002,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,2.16668,1.05192,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,2.16103,1.05141,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
real,0.302806,0.19837,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""quick"": false}"
real,1.55606,1.14921,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""pmc_pair"", ""quick"": false}"
real,3.24189,1.57512,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,3.26939,1.59916,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
real,3.06437,1.49817,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,2.16313,1.05412,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,2.23773,1.09743,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,2.13473,1.03313,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,1.96194,0.973404,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,2.19537,1.00294,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,2.19902,0.985142,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 108, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
real,0.239425,0.172622,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""quick"": false}"
real,0.421264,0.343828,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""pmc_pair"", ""quick"": false}"
real,3.80872,1.77853,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,3.12239,1.5036,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
real,3.87713,1.87151,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,0.720543,0.365549,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,0.62938,0.303553,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,1.0954,0.528373,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,1.08516,0.544993,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,0.785764,0.397484,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,1.7295,0.84304,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
real,0.331538,0.251625,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""quick"": false}"
real,0.334811,0.236912,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""pmc_pair"", ""quick"": false}"
real,3.01069,1.45168,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,2.71334,1.32829,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
real,2.94394,1.43558,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,2.4315,1.16583,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,2.20681,1.07927,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,2.67935,1.30966,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,2.18949,1.08219,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,1.8631,0.90541,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,2.61947,1.28671,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 2, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
real,0.352034,0.258876,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""quick"": false}"
real,0.921568,0.722484,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""pmc_pair"", ""quick"": false}"
real,3.28602,1.61015,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,3.74594,1.81519,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
real,3.592,1.79348,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,2.80257,1.38223,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,2.78271,1.373,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,2.73102,1.32695,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,2.8334,1.38391,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,3.18178,1.5282,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,2.66268,1.30002,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""ge10"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
real,0.1615,0.115241,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""quick"": false}"
real,0.931476,0.803776,True,"{""task"": ""real"", ""what"": ""oracle"", ""by_activity"": true, ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""pmc_pair"", ""quick"": false}"
real,3.96773,1.92098,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 0, ""quick"": false}"
real,2.63336,1.26384,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 1, ""quick"": false}"
real,4.12217,1.98667,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""ignorable"", ""start"": 2, ""quick"": false}"
real,1.49536,0.703137,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 0, ""quick"": false}"
real,1.45898,0.717186,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 1, ""quick"": false}"
real,1.80772,0.889809,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state"", ""start"": 2, ""quick"": false}"
real,4.14813,2.20303,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 0, ""quick"": false}"
real,1.55247,0.764417,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 1, ""quick"": false}"
real,3.58404,1.95485,True,"{""task"": ""real"", ""what"": ""fit"", ""subject"": 105, ""K"": 3, ""rule"": ""any"", ""model"": ""hmc_in"", ""mechanism"": ""state-markov"", ""start"": 2, ""quick"": false}"
